koi_disposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
FALSE POSITIVE,1,0,1,1,0.933749106,1.20E-06,-1.20E-06,134.31831,0.00117,-0.00117,0.736,0.357,-0.226,4.256,0.796,-0.796,186.2,12.8,-12.8,3.22,0.61,-1.05,2863,15822.49,9139.53,-9373.75,136.3,1,6215,171,-171,3.849,0.293,-0.098,2.188,0.415,-0.711,292.77588,47.461689,13.079
FALSE POSITIVE,0,0,1,1,2.037440623,9.68E-06,-9.68E-06,133.59962,0.0039,-0.0039,0.715,0.219,-0.476,3.442,0.127,-0.127,118.6,5.2,-5.2,1.19,0.36,-0.16,1572,1448.05,1305.68,-494.54,27,1,6253,169,-207,4.415,0.087,-0.203,1.015,0.312,-0.134,295.79526,47.66396,14.187
CONFIRMED,0,0,0,0,31.5925809,0.0004371,-0.0004371,142.9649,0.012,-0.012,0.283,0.144,-0.283,13.566,0.367,-0.367,145.1,6.1,-6.1,1.78,0.28,-0.41,688,53.09,23.51,-23.96,25.5,2,5676,115,-104,4.1,0.203,-0.087,1.487,0.229,-0.344,295.92065,47.448608,13.29
CONFIRMED,0,0,0,0,1.97376085,9.90E-08,-9.90E-08,178.6894194,4.01E-05,-4.01E-05,0.337,0.225,-0.165,1.82542,0.00776,-0.00776,30222,31.3,-31.3,8.78,1.43,-2.13,753,76.1,62.11,-44.33,1252.5,1,3807,291,-291,4.762,0.12,-0.08,0.503,0.082,-0.122,292.0683,38.84227,15.715
CANDIDATE,0,0,0,0,13.11896244,6.04E-06,-6.04E-06,261.539434,0.000329,-0.000329,0.042,0.271,-0.042,4.3045,0.0122,-0.0122,372.2,1.5,-1.5,8.25,0.45,-2.5,1768,2310.43,419.83,-1290.11,267.4,1,7221,114,-171,3.488,0.272,-0.048,4.24,0.227,-1.284,282.00031,48.542221,9.275
FALSE POSITIVE,0,1,1,1,4.618767792,2.74E-06,-2.74E-06,133.386535,0.000485,-0.000485,0.766,0.012,-0.019,5.9957,0.0461,-0.0461,4399.1,18.4,-18.4,7.48,2.17,-1.17,1170,442.78,377.78,-163.58,270.1,1,6013,163,-181,4.381,0.128,-0.192,1.033,0.3,-0.161,297.31006,49.703041,13.652
FALSE POSITIVE,1,0,0,0,7.82187328,2.24E-05,-2.24E-05,123.49907,0.00248,-0.00248,0.005,0.397,-0.005,3.8417,0.0707,-0.0707,42.2,1.3,-1.3,2.78,0.15,-0.84,2101,4601.71,836.19,-2569.52,37.2,2,7221,114,-171,3.488,0.272,-0.048,4.24,0.227,-1.284,282.00031,48.542221,9.275
CANDIDATE,0,0,0,0,53.5057611,0.0001596,-0.0001596,172.98304,0.00248,-0.00248,0.46,0.002,-0.441,10.5616,0.077,-0.077,195.6,3.1,-3.1,2.52,0.16,-0.12,675,49.16,9.16,-6.52,71.2,1,6247,75,-69,4.016,0.03,-0.027,1.762,0.112,-0.084,295.80267,45.988079,9.582
CONFIRMED,0,0,0,0,2.785821236,5.26E-06,-5.26E-06,260.83731,0.00138,-0.00138,0.893,0.005,-0.644,3.5599,0.0416,-0.0416,68.9,1.5,-1.5,1.69,0.11,-0.09,1784,2388.98,468.82,-366.72,53.6,1,6202,74,-83,4.026,0.033,-0.027,1.733,0.118,-0.095,287.36182,38.714016,8.224
FALSE POSITIVE,0,1,0,0,52.56901867,5.48E-05,-5.48E-05,184.971267,0.000837,-0.000837,1.197,6.708,-0.013,6.7507,0.0498,-0.0498,26900,174,-174,78.54,25.85,-11.07,737,69.62,67.51,-27.31,184.3,1,7240,200,-343,4.178,0.072,-0.203,1.717,0.565,-0.242,290.94437,38.538868,9.729
CANDIDATE,0,0,0,0,6.79685353,2.25E-05,-2.25E-05,138.11324,0.00297,-0.00297,0.62,0.33,-0.389,3.1702,0.0835,-0.0835,393.1,14.9,-14.9,2.01,0.62,-0.2,985,222.91,206.66,-65.9,29.8,1,6061,180,-198,4.486,0.05,-0.2,0.97,0.3,-0.1,294.16321,41.451801,15.391
FALSE POSITIVE,0,1,1,1,8.667822346,6.02E-06,-6.02E-06,137.341841,0.000572,-0.000572,1.276,0.375,-0.159,4.9658,0.0273,-0.0273,2121.9,13.6,-13.6,67.37,16.41,-30.46,1303,681.39,505.26,-502.55,187.6,1,6266,189,-207,3.923,0.443,-0.148,1.889,0.46,-0.854,299.39972,45.316051,13.03
CONFIRMED,0,0,0,0,1.475323222,4.39E-06,-4.39E-06,131.83272,0.00257,-0.00257,0.136,0.339,-0.136,2.3155,0.0735,-0.0735,154.9,6.5,-6.5,5.88,0.85,-1.97,2740,13331.51,4802.54,-7977.74,27.2,3,4941,49,-118,3.317,0.21,-0.105,4.885,0.701,-1.636,286.49042,38.374908,14.604
CONFIRMED,0,0,0,0,4.15246118,1.58E-05,-1.58E-05,134.57991,0.00324,-0.00324,0.639,0.28,-0.448,2.5755,0.0901,-0.0901,223.4,9.9,-9.9,7.62,1.09,-2.55,1941,3354.56,1208.44,-2007.41,24.5,4,4941,49,-118,3.317,0.21,-0.105,4.885,0.701,-1.636,286.49042,38.374908,14.604
CONFIRMED,0,0,0,0,8.7348852,4.43E-05,-4.43E-05,135.0818,0.00434,-0.00434,0.314,0.133,-0.314,4.49,0.13,-0.13,270.7,11.7,-11.7,1.59,0.52,-0.17,890,148.62,142.27,-45.37,24.8,1,5982,160,-195,4.493,0.054,-0.216,0.96,0.314,-0.105,287.44409,38.088428,14.794
FALSE POSITIVE,0,0,1,1,10.26547688,5.89E-05,-5.89E-05,136.49663,0.00475,-0.00475,0.69,0.248,-0.457,3.733,0.157,-0.157,399.6,22.9,-22.9,1.81,0.5,-0.15,770,83.13,67.14,-21.5,20.1,1,5699,152,-169,4.553,0.033,-0.187,0.853,0.235,-0.073,292.27905,38.284531,15.212
CANDIDATE,0,0,0,0,13.4471791,1.25E-05,-1.25E-05,132.830555,0.00077,-0.00077,0.963,0.013,-0.008,3.0454,0.0546,-0.0546,1428.2,21.1,-21.1,5.24,1.64,-0.7,848,122.34,112.28,-42.14,105.3,1,6276,169,-206,4.405,0.087,-0.203,1.041,0.326,-0.14,292.37476,37.630959,14
FALSE POSITIVE,0,1,0,0,3.305577989,7.11E-06,-7.11E-06,180.68154,0.0017,-0.0017,1.145,7.09,-0.656,2.5903,0.0849,-0.0849,17971,538,-538,25.89,4.32,-2.02,1027,263.55,139.5,-64.68,39.6,1,5534,163,-163,4.629,0.035,-0.112,0.707,0.118,-0.055,292.07849,38.631481,15.537
FALSE POSITIVE,0,1,0,0,4.800653901,4.14E-06,-4.14E-06,134.365782,0.000745,-0.000745,0.785,0.006,-0.007,9.0419,0.055,-0.055,15304,63.7,-63.7,16.91,6.01,-2,1347,778.45,793.72,-255.78,298,1,6715,161,-241,4.347,0.056,-0.224,1.241,0.441,-0.147,296.13391,38.999008,13.32
FALSE POSITIVE,0,1,1,1,15.06649901,1.20E-05,-1.20E-05,140.654788,0.000651,-0.000651,1.018,1.873,-0.101,5.9885,0.0487,-0.0487,36348,285,-285,56.44,9.3,-13.95,932,177.96,76.69,-82.41,154.6,1,5751,77,-77,4.028,0.21,-0.09,1.626,0.268,-0.402,293.92599,38.73798,13.855
FALSE POSITIVE,0,1,0,0,34.82008158,1.24E-05,-1.24E-05,163.015559,0.000291,-0.000291,0.663,0.006,-0.003,11.1711,0.0216,-0.0216,18848,25.8,-25.8,11.36,1.16,-1.16,459,10.49,3.84,-2.91,882.6,1,5114,153,-138,4.522,0.084,-0.063,0.784,0.08,-0.08,286.86926,39.103729,15.187
FALSE POSITIVE,1,0,0,1,0.651784374,1.93E-07,-1.93E-07,133.111707,0.000233,-0.000233,1.224,0.508,-0.093,2.0141,0.0144,-0.0144,2779.3,14.8,-14.8,33.65,8.94,-5.49,2090,4500.59,3611.67,-1708.3,195.2,2,5555,166,-166,4.375,0.135,-0.18,1.061,0.282,-0.173,291.99988,38.437698,14.997
CANDIDATE,0,0,0,0,1.353771892,3.75E-06,-3.75E-06,261.43662,0.002,-0.002,1.203,0.56,-0.137,7.012,0.212,-0.212,1349.1,23.3,-23.3,430.99,136.1,-48.62,4903,136609.48,117403.45,-34984.84,76.7,1,4283,77,-60,2.012,0.112,-0.137,15.76,4.978,-1.778,292.71964,48.852016,10.523
FALSE POSITIVE,1,0,0,0,18.95491633,5.80E-05,-5.80E-05,262.46677,0.00217,-0.00217,1.228,0.249,-0.11,24.249,0.132,-0.132,867.5,4.3,-4.3,71.39,8.6,-20.06,1139,397.48,143.16,-206.57,249.3,1,6362,129,-116,3.761,0.225,-0.075,2.534,0.305,-0.712,284.02679,49.415428,10.988
FALSE POSITIVE,1,0,0,0,67.5923754,0.0005335,-0.0005335,151.75056,0.00535,-0.00535,0.728,0.017,-0.451,12.249,0.332,-0.332,4158.1,79.7,-79.7,12.1,2.25,-2.76,588,28.2,14.74,-12.7,60.9,2,6038,120,-120,4.082,0.18,-0.12,1.744,0.325,-0.398,295.58658,45.364979,13.675
CONFIRMED,0,0,0,0,17.02902786,7.53E-05,-7.53E-05,143.33395,0.00388,-0.00388,0.202,0.251,-0.202,4.645,0.113,-0.113,568.9,20.5,-20.5,2.54,0.38,-0.41,755,76.66,31.49,-26.5,29.8,1,5839,105,-105,4.327,0.156,-0.104,1.067,0.156,-0.172,290.51047,41.24482,15.381
CONFIRMED,0,0,0,0,6.84619236,4.04E-05,-4.04E-05,132.17265,0.00528,-0.00528,0.077,0.388,-0.077,3.529,0.145,-0.145,246.8,15.2,-15.2,1.67,0.25,-0.27,1022,258.41,106.17,-89.32,17.7,2,5839,105,-105,4.327,0.156,-0.104,1.067,0.156,-0.172,290.51047,41.24482,15.381
CONFIRMED,0,0,0,0,67.8321638,0.0009119,-0.0009119,125.881,0.012,-0.012,0.027,0.41,-0.027,7.358,0.254,-0.254,507.8,33.3,-33.3,2.39,0.35,-0.38,476,12.14,4.99,-4.19,15.5,3,5839,105,-105,4.327,0.156,-0.104,1.067,0.156,-0.172,290.51047,41.24482,15.381
CONFIRMED,0,0,0,0,25.93406406,7.91E-05,-7.91E-05,149.76273,0.00264,-0.00264,0.014,0.409,-0.014,4.6142,0.0732,-0.0732,414.5,11,-11,2.48,0.42,-0.34,695,55.1,26.4,-17.4,42.2,1,5952,119,-119,4.287,0.12,-0.12,1.225,0.207,-0.17,291.97617,38.05508,13.703
CONFIRMED,0,0,0,0,83.4463485,0.0003695,-0.0003695,158.68061,0.0039,-0.0039,0.058,0.369,-0.057,6.536,0.121,-0.121,503,15,-15,2.73,0.47,-0.37,471,11.59,5.56,-3.66,36.1,2,5952,119,-119,4.287,0.12,-0.12,1.225,0.207,-0.17,291.97617,38.05508,13.703
CONFIRMED,0,0,0,0,12.99204853,5.16E-05,-5.16E-05,136.32016,0.00294,-0.00294,0.091,0.347,-0.091,6.0175,0.0963,-0.0963,270.6,8,-8,2.03,0.3,-0.34,866,132.94,56.49,-48.16,38.7,1,5765,105,-116,4.236,0.168,-0.112,1.242,0.188,-0.209,291.42358,38.216591,13.974
FALSE POSITIVE,0,1,1,0,11.11620211,1.21E-05,-1.21E-05,133.100575,0.000946,-0.000946,0.937,0.046,-0.021,4.211,0.0787,-0.0787,4843.9,67.3,-67.3,8.96,2.49,-1.06,853,125.21,104.54,-41.16,115.3,1,6122,183,-220,4.471,0.048,-0.192,0.996,0.276,-0.118,295.29193,38.964588,15.38
FALSE POSITIVE,0,1,1,1,1.922861499,2.01E-06,-2.01E-06,134.658644,0.00085,-0.00085,0.943,0.005,-0.004,3.5734,0.0581,-0.0581,1916.2,31.2,-31.2,5.09,1.21,-0.44,1392,884.12,621.75,-236.53,103.4,1,5778,154,-188,4.531,0.03,-0.17,0.911,0.217,-0.078,291.44507,38.637211,14.942
FALSE POSITIVE,0,1,1,1,0.635445336,2.01E-07,-2.01E-07,134.184037,0.000277,-0.000277,1.253,0.914,-0.128,1.8592,0.0154,-0.0154,2547.4,15.3,-15.3,19,1.9,-2.52,1177,451.42,177.73,-162.78,182.2,1,3920,141,-156,4.7,0.071,-0.033,0.55,0.055,-0.073,285.08026,39.18211,15.432
FALSE POSITIVE,0,1,1,0,1.665784138,6.93E-07,-6.93E-07,133.863028,0.000352,-0.000352,1.27,3.096,-0.104,1.8946,0.0182,-0.0182,2006.2,15.2,-15.2,97.27,16.14,-37.63,2636,11424.49,5918.75,-7549.72,148,1,6261,175,-159,3.686,0.323,-0.108,2.789,0.463,-1.079,291.47629,38.50058,11.84
CONFIRMED,0,0,0,0,52.09081627,4.21E-05,-4.21E-05,158.744665,0.00067,-0.00067,0.065,0.113,-0.065,8.6388,0.0228,-0.0228,2894.1,12.6,-12.6,7.14,1.33,-1.09,592,29.07,14.87,-9.97,243.5,1,6198,111,-136,4.237,0.13,-0.117,1.324,0.247,-0.202,300.51712,44.38158,13.914
CONFIRMED,0,0,0,0,8.18739443,1.94E-05,-1.94E-05,260.86931,0.00172,-0.00172,0.377,0.07,-0.377,3.0472,0.0596,-0.0596,517.6,14.7,-14.7,1.92,0.13,-0.14,782,88.36,20.32,-18.5,38.4,1,5251,105,-105,4.494,0.072,-0.048,0.849,0.056,-0.063,291.92596,38.014118,14.138
CONFIRMED,0,0,0,0,3.341799486,4.95E-06,-4.95E-06,141.35472,0.00123,-0.00123,0.426,0.453,-0.271,2.9254,0.0349,-0.0349,178.2,4,-4,1.67,0.29,-0.26,1356,798.41,370.35,-279.35,48.8,2,5873,93,-129,4.293,0.12,-0.12,1.235,0.213,-0.194,291.65317,44.688271,13.492
FALSE POSITIVE,0,1,1,1,36.97708808,8.51E-05,-8.51E-05,133.62681,0.00195,-0.00195,1.246,70.6,-0.102,4.737,0.101,-0.101,1269.9,25.5,-25.5,38.6,11.56,-11.56,602,31.08,28.03,-17.42,59.2,1,5589,169,-152,4.193,0.3,-0.2,1.239,0.371,-0.371,288.44287,41.17218,13.698
FALSE POSITIVE,0,0,1,1,1.303859704,4.55E-06,-4.55E-06,134.21201,0.0033,-0.0033,0.674,0.239,-0.429,2.8239,0.0829,-0.0829,36.7,1.3,-1.3,0.98,0.2,-0.25,2393,7759.2,4785.96,-3960.18,34.7,1,6802,183,-224,4.103,0.221,-0.119,1.521,0.313,-0.383,298.13794,41.334358,11.558
FALSE POSITIVE,0,1,1,0,145.5624926,0.0003426,-0.0003426,146.0588,0.00188,-0.00188,1.274,70.86,-0.529,5.4126,0.0976,-0.0976,2931.6,57.1,-57.1,40.15,12.09,-6.53,387,5.33,4.7,-2.06,58.1,1,6148,165,-202,4.346,0.128,-0.192,1.095,0.33,-0.178,286.49072,37.489979,13.884
CONFIRMED,0,0,0,0,3.749105745,7.01E-06,-7.01E-06,135.10837,0.00149,-0.00149,0.942,0.021,-0.682,1.9826,0.0371,-0.0371,182.6,5.7,-5.7,1.68,0.26,-0.13,1160,428.25,181.87,-94.92,38,1,5751,104,-115,4.447,0.063,-0.117,0.983,0.149,-0.08,290.88467,38.057571,13.333
CONFIRMED,0,0,0,0,11.08956602,4.40E-05,-4.40E-05,141.76142,0.00338,-0.00338,0.02,0.432,-0.02,6.2877,0.0965,-0.0965,148.1,4.4,-4.4,3.51,0.36,-1.01,1422,965.62,306.5,-510.73,38.9,1,6353,128,-115,3.698,0.248,-0.078,2.867,0.295,-0.826,291.03192,38.21196,12.808
FALSE POSITIVE,0,0,0,1,7.24476126,2.30E-05,-2.30E-05,139.10497,0.00234,-0.00234,0.04,0.423,-0.04,2.3145,0.0817,-0.0817,58,2.4,-2.4,0.65,0.14,-0.07,837,116.02,76.73,-36.24,27.2,1,5370,187,-187,4.494,0.074,-0.137,0.874,0.178,-0.096,294.49011,38.194126,11.157
CANDIDATE,0,0,0,0,119.0624882,0.0001479,-0.0001479,149.22223,0.00104,-0.00104,0.968,0.423,-0.045,3.1188,0.0589,-0.0589,5372.3,94.1,-94.1,10.4,2.82,-1.89,366,4.26,3.51,-1.74,71.6,1,5697,173,-173,4.392,0.171,-0.19,0.92,0.25,-0.167,287.88812,39.078709,15.289
CONFIRMED,0,0,0,0,8.70798309,2.93E-05,-2.93E-05,363.05638,0.00229,-0.00229,0.063,0.418,-0.063,2.4904,0.0805,-0.0805,1419.6,53.6,-53.6,2.01,0.15,-0.06,543,20.59,5.2,-2.59,28.1,1,4362,87,-78,4.722,0.012,-0.051,0.554,0.042,-0.017,293.80441,38.63913,15.842
FALSE POSITIVE,0,0,1,0,14.8623076,0.0001304,-0.0001304,354.57297,0.00685,-0.00685,0.324,0.143,-0.324,3.161,0.213,-0.213,840,62.5,-62.5,1.57,0.12,-0.05,454,10.08,2.55,-1.26,14.4,3,4362,87,-78,4.722,0.012,-0.051,0.554,0.042,-0.017,293.80441,38.63913,15.842
CONFIRMED,0,0,0,0,27.40229859,5.14E-05,-5.14E-05,133.6284,0.0015,-0.0015,0.022,0.296,-0.022,6.8491,0.0479,-0.0479,747.5,10,-10,3.63,0.67,-0.56,734,68.46,35.02,-23.47,79.3,3,6198,111,-136,4.237,0.13,-0.117,1.324,0.247,-0.202,300.51712,44.38158,13.914
CONFIRMED,0,0,0,0,3.179267286,3.26E-06,-3.26E-06,261.841607,0.000764,-0.000764,0.171,0.274,-0.171,1.0246,0.0287,-0.0287,200.9,6,-6,1.21,0.14,-0.06,1101,347.01,118.28,-58.22,41,1,5511,98,-120,4.554,0.018,-0.102,0.857,0.101,-0.04,295.57416,42.806438,12.55
CONFIRMED,0,0,0,0,24.5709023,0.0001009,-0.0001009,135.87209,0.0033,-0.0033,0.945,0.009,-0.674,3.587,0.181,-0.181,764.2,31.7,-31.7,2.82,0.2,-0.12,505,15.33,3.68,-2.42,26.3,2,5095,101,-101,4.566,0.032,-0.052,0.78,0.055,-0.035,291.36478,37.609169,13.562
FALSE POSITIVE,0,0,1,1,0.817026268,4.35E-07,-4.35E-07,132.835239,0.000458,-0.000458,0.01,0.279,-0.01,2.0799,0.0156,-0.0156,1145.5,10.8,-10.8,2.92,0.83,-0.26,1784,2386.13,2041.12,-634.48,121.1,1,5619,169,-169,4.536,0.035,-0.196,0.874,0.248,-0.078,296.38229,48.045311,15.488
CONFIRMED,0,0,0,0,3.024092505,2.25E-07,-2.25E-07,132.4168573,6.22E-05,-6.22E-05,0.424,0.031,-0.046,2.8021,0.0103,-0.0103,7765,8.6,-8.6,12.14,0.79,-0.95,1489,1162.54,252.01,-267.02,1225.3,1,6063,108,-145,4.261,0.055,-0.045,1.358,0.088,-0.107,285.24084,46.668251,13.958
CANDIDATE,0,0,0,0,5.670155713,5.44E-06,-5.44E-06,136.201739,0.000777,-0.000777,1.267,66.56,-0.225,0.9361,0.0608,-0.0608,536.7,19.6,-19.6,5.85,2.81,-1.22,341,3.21,4.86,-1.33,37.3,1,3337,115,-57,5.126,0.104,-0.127,0.183,0.088,-0.038,292.26181,41.442554,13.783
CONFIRMED,0,0,0,0,1.022678654,2.71E-06,-2.71E-06,133.45422,0.00223,-0.00223,0.019,0.45,-0.019,1.3712,0.0727,-0.0727,129.2,7.2,-7.2,1.14,0.13,-0.16,1734,2138.47,685.73,-647.56,21.6,1,5366,80,-72,4.363,0.138,-0.08,1.02,0.118,-0.145,296.68045,41.38652,14.803
CONFIRMED,0,0,0,0,12.10968709,6.23E-05,-6.23E-05,140.21258,0.00386,-0.00386,0.924,0.004,-0.661,6.3461,0.0954,-0.0954,284.7,8.9,-8.9,2.98,0.46,-0.69,1005,240.8,106.82,-109.94,33.4,1,6021,120,-120,4.093,0.195,-0.105,1.458,0.226,-0.339,293.08463,41.135441,14.348
CONFIRMED,0,0,0,0,4.75796103,3.45E-05,-3.45E-05,137.69636,0.00618,-0.00618,0.621,0.318,-0.391,4.66,0.157,-0.157,124.5,6.5,-6.5,1.7,0.27,-0.39,1372,835.65,370.7,-381.5,20.9,2,6021,120,-120,4.093,0.195,-0.105,1.458,0.226,-0.339,293.08463,41.135441,14.348
CONFIRMED,0,0,0,0,20.4972755,0.000334,-0.000334,147.43894,0.00968,-0.00968,0.966,0.015,-0.673,8.536,0.406,-0.406,242.9,12,-12,2.96,0.46,-0.69,843,119.42,52.97,-54.52,22.8,3,6021,120,-120,4.093,0.195,-0.105,1.458,0.226,-0.339,293.08463,41.135441,14.348
FALSE POSITIVE,0,0,1,0,13.55480534,7.92E-05,-7.92E-05,139.81609,0.00541,-0.00541,0.497,0.457,-0.298,2.288,0.172,-0.172,48.3,3.6,-3.6,0.62,0.12,-0.07,679,50.41,33.33,-15.75,16.5,2,5370,187,-187,4.494,0.074,-0.137,0.874,0.178,-0.096,294.49011,38.194126,11.157
FALSE POSITIVE,0,1,0,0,29.74454668,2.70E-05,-2.70E-05,172.386652,0.000715,-0.000715,0.337,0.012,-0.015,23.2842,0.0537,-0.0537,66894,103,-103,20.06,1.58,-1.58,455,10.1,3.54,-2.65,765,1,4889,186,-169,4.569,0.036,-0.054,0.788,0.062,-0.062,297.75708,41.680454,11.753
FALSE POSITIVE,0,1,0,0,14.15402428,2.02E-06,-2.02E-06,140.698466,0.000116,-0.000116,1.1,0.021,-0.032,4.47001,0.006,-0.006,61625,76.9,-76.9,53.25,8.43,-5.18,777,86.13,37.91,-21.41,930.3,1,5850,105,-117,4.404,0.08,-0.12,1.037,0.164,-0.101,290.35294,41.769741,12.932
FALSE POSITIVE,0,1,1,0,0.844786082,3.47E-07,-3.47E-07,134.216987,0.000351,-0.000351,1.297,0.254,-0.207,3.5289,0.0217,-0.0217,2468.5,12.3,-12.3,35.27,9.14,-4.93,1864,2846.03,2234.43,-983.23,245.6,1,5705,172,-172,4.452,0.098,-0.182,0.915,0.237,-0.128,298.71152,41.635792,15.363
FALSE POSITIVE,0,1,0,0,0.848483947,2.24E-07,-2.24E-07,133.585301,0.000212,-0.000212,1.264,2.358,-0.096,1.4451,0.0127,-0.0127,1907.4,12.9,-12.9,32.11,10.12,-3.36,1908,3117.82,2903.46,-918.8,185,1,5941,166,-187,4.504,0.04,-0.216,0.936,0.295,-0.098,292.23679,41.7393,15.323
FALSE POSITIVE,0,1,1,1,11.99097576,2.12E-05,-2.12E-05,143.28437,0.00146,-0.00146,1.269,17.79,-0.101,5.7401,0.0726,-0.0726,2124.3,24.8,-24.8,37.47,11.15,-6.85,880,141.63,128.26,-59.57,102.8,1,6110,192,-213,4.352,0.149,-0.182,1.072,0.319,-0.196,296.29855,41.602718,14.977
CONFIRMED,0,0,0,0,31.8841473,0.0002099,-0.0002099,160.20696,0.00453,-0.00453,0.938,0.007,-0.682,6.122,0.217,-0.217,910,37.4,-37.4,3.7,0.6,-0.2,563,23.82,10.12,-3.76,25.3,1,5779,78,-86,4.477,0.032,-0.128,0.974,0.158,-0.053,293.56815,39.03632,15.368
CANDIDATE,0,0,0,0,16.15811112,7.39E-05,-7.39E-05,143.00233,0.00363,-0.00363,1.8572,0.0984,-0.5537,6.049,0.187,-0.187,2319.8,68.1,-68.1,86.13,36.08,-6.6,660,44.83,57.04,-10.68,52.8,1,5619,173,-156,4.536,0.03,-0.291,0.874,0.366,-0.067,296.38229,48.045311,15.488
CONFIRMED,0,0,0,0,12.06222962,2.75E-05,-2.75E-05,138.22229,0.00177,-0.00177,0.392,0.044,-0.392,2.0584,0.0572,-0.0572,300.2,10.8,-10.8,1.62,0.21,-0.13,750,74.8,27.47,-17.09,32.4,1,5547,99,-110,4.451,0.076,-0.093,0.933,0.12,-0.08,296.49612,47.182861,13.581
CONFIRMED,0,0,0,0,21.85362905,9.23E-05,-9.23E-05,144.32031,0.00379,-0.00379,0.676,0.035,-0.511,3.439,0.108,-0.108,355.6,16.7,-16.7,1.75,0.47,-0.16,618,34.57,26.7,-8.92,23,1,5830,146,-161,4.54,0.044,-0.187,0.876,0.234,-0.078,290.72867,37.252651,14.246
CONFIRMED,0,0,0,0,8.19345065,7.09E-05,-7.09E-05,138.99617,0.00668,-0.00668,0.815,0.149,-0.576,5.234,0.207,-0.207,115.4,7.6,-7.6,1.74,0.27,-0.4,1144,405.75,180,-185.24,15.7,4,6021,120,-120,4.093,0.195,-0.105,1.458,0.226,-0.339,293.08463,41.135441,14.348
FALSE POSITIVE,0,1,1,1,19.97867,5.87E-05,-5.87E-05,137.17061,0.0024,-0.0024,0.923,0.006,-0.011,10.168,0.178,-0.178,944.3,13,-13,6.85,2.9,-1.56,1351,788.02,997.18,-402.86,86.2,1,9651,272,-467,4.229,0.126,-0.234,1.895,0.803,-0.432,299.15353,40.286961,13.849
FALSE POSITIVE,0,1,1,0,15.45158184,8.52E-05,-8.52E-05,142.21096,0.00426,-0.00426,0.636,0.297,-0.408,2.406,0.147,-0.147,85.3,5.1,-5.1,2.02,0.49,-0.41,1285,643.83,467.09,-295.46,21,1,7839,216,-324,4.08,0.13,-0.159,2.069,0.505,-0.413,297.98123,41.44487,11.798
FALSE POSITIVE,0,1,0,0,89.69816853,4.41E-06,-4.41E-06,176.3060152,3.40E-05,-3.40E-05,0.684,0.025,-0.023,5.5418,0.00466,-0.00466,273110,136,-136,102.08,26.76,-40.11,554,22.33,17.72,-15.14,3420.3,1,6214,187,-206,4.021,0.392,-0.168,1.583,0.415,-0.622,299.0209,44.17276,13.624
CANDIDATE,0,0,0,0,1.187352427,2.53E-07,-2.53E-07,133.465454,0.000176,-0.000176,1.222,0.026,-0.029,4.999,0.0139,-0.0139,20703,37.3,-37.3,67.35,20.04,-16.42,2251,6067.3,5334.23,-3101.3,717.4,1,6424,179,-247,4.186,0.18,-0.18,1.489,0.443,-0.363,285.06335,44.167885,13.623
CONFIRMED,0,0,0,0,4.77800306,3.38E-06,-3.38E-06,124.061465,0.000588,-0.000588,0.02,0.359,-0.02,2.7361,0.0184,-0.0184,473,4.6,-4.6,1.85,0.13,-0.14,932,177.79,44.24,-37.22,115.4,2,5192,103,-103,4.489,0.066,-0.054,0.873,0.065,-0.065,299.13922,40.94902,13.04
FALSE POSITIVE,0,1,0,0,7.814839231,9.10E-06,-9.10E-06,357.519981,0.000793,-0.000793,0.945,0.009,-0.007,3.0122,0.0644,-0.0644,2010.3,38.1,-38.1,5.33,1.69,-0.57,903,156.74,151.68,-48.11,100,1,5887,184,-205,4.499,0.052,-0.208,0.931,0.297,-0.099,294.02725,41.675968,15.452
FALSE POSITIVE,0,1,1,1,29.7452499,0.0003323,-0.0003323,157.38519,0.00938,-0.00938,0.941,0.005,-0.007,22.695,0.46,-0.46,778.9,16.4,-16.4,3.6,0.51,-0.5,557,22.74,8.65,-6.92,55.9,1,5334,80,-80,4.372,0.127,-0.104,1.004,0.141,-0.141,297.75311,41.675991,15.259
CONFIRMED,0,0,0,0,5.32667299,1.96E-05,-1.96E-05,357.12617,0.00264,-0.00264,0.043,0.403,-0.043,3.4045,0.0739,-0.0739,611.4,19.3,-19.3,2.26,0.74,-0.23,1007,242.97,241.36,-73.2,34.1,1,5831,184,-205,4.517,0.038,-0.212,0.921,0.301,-0.094,290.21518,41.77597,15.808
FALSE POSITIVE,0,1,1,0,2.988085455,6.21E-06,-6.21E-06,133.27252,0.00172,-0.00172,1.216,6.805,-0.017,3.68,0.114,-0.114,802.8,20.1,-20.1,21.81,5.07,-2.02,1101,348.05,246.51,-94.24,48.2,1,5497,164,-164,4.577,0.028,-0.152,0.809,0.188,-0.075,294.07071,38.981331,15.381
